Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
PIVS,3000040714,2017.600732,2017,8,8,6,24,58,124.18,11.81,18.0,4.9,POINT (13823654.366708713 1324092.7634092178)
PIVS,3000041013,2017.770533,2017,10,9,5,52,0,123.88,12.21,7.0,4.1,POINT (13790258.51947073 1369617.1275605834)
PIVS,3000041448,2018.041903,2018,1,16,7,4,5,124.27,11.68,6.0,5.0,POINT (13833673.120880106 1309311.759908521)
ISCBUL,620446911,2018.043021,2018,1,16,16,51,55,124.08,11.37,35.0,4.6,POINT (13812522.417629384 1274092.569493434)
PIVS,3000042136,2018.486639,2018,6,27,14,57,38,123.94,12.05,4.0,4.5,POINT (13796937.688918326 1351399.2586692423)
PIVS,3000042510,2018.708353,2018,9,16,13,10,24,124.17,11.85,9.0,4.1,POINT (13822541.171800781 1328642.1717503832)
ISCBUL,621719663,2019.022939,2019,1,9,8,56,45,124.56,11.72,15.0,4.3,POINT (13865955.773210157 1313859.018899645)
ISCBUL,622913858,2019.893501,2019,11,23,3,4,15,124.15,11.98,13.0,4.7,POINT (13820314.781984914 1343432.364110052)
ISCBUL,626354611,2020.610137,2020,8,11,22,5,16,124.1,11.97,1.3,5.1,POINT (13814748.807445249 1342294.4051961084)
ISCBUL,626383084,2020.70816,2020,9,16,21,28,22,124.23,11.61,9.51,4.7,POINT (13829220.341248376 1301355.6342621646)
ISCBUL,626679200,2020.925412,2020,12,5,15,1,59,124.59,11.47,21.06,4.1,POINT (13869295.357933955 1285449.3604923305)
