Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
ISCBUL,605417064,2012.42231,2012,6,3,23,42,9,125.61,10.92,13.0,4.7,POINT (13982841.238543093 1223035.7879585926)
PIVS,3000031757,2012.677044,2012,9,5,11,24,19,125.24,10.81,8.0,5.1,POINT (13941653.02694958 1210567.1292920122)
PIVS,3000032526,2013.050891,2013,1,19,13,48,4,125.45,11.4,52.0,5.8,POINT (13965030.12001617 1277499.1866471162)
PIVS,3000032711,2013.187832,2013,3,10,13,24,31,125.2,10.87,3.0,4.3,POINT (13937200.24731785 1217367.6461674245)
ISCBUL,607731018,2013.366938,2013,5,14,22,22,25,125.22,10.98,26.0,4.3,POINT (13939426.637133716 1229838.818318008)
ISCBUL,610564520,2014.119019,2014,2,13,10,36,27,125.51,11.05,73.58,4.8,POINT (13971709.289463766 1237777.4347687596)
ISCBUL,610331671,2014.311515,2014,4,24,16,52,18,125.27,11.56,24.0,4.9,POINT (13944992.61167338 1295673.9106514426)
ISCBUL,611540244,2014.845324,2014,11,5,13,2,16,125.37,11.41,32.0,4.5,POINT (13956124.560752708 1278634.8055764982)
ISCBUL,613503349,2015.272361,2015,4,10,9,52,42,125.38,10.98,100.53,4.8,POINT (13957237.755660638 1229838.818318008)
PIVS,3000037322,2015.720321,2015,9,20,22,0,29,125.3,11.37,66.0,4.3,POINT (13948332.196397178 1274092.569493434)
PIVS,3000037439,2015.812542,2015,10,24,13,52,3,125.34,10.94,1.0,4.4,POINT (13952784.97602891 1225303.3116459686)
ISCBUL,611786859,2015.935664,2015,12,8,12,25,6,125.72,11.19,26.0,5.0,POINT (13995086.382530352 1253660.3632640482)
ISCBUL,616070713,2016.474636,2016,6,23,4,35,33,125.41,11.03,8.0,5.0,POINT (13960577.340384439 1235509.0659041181)
ISCGEM,2000002500,2016.973024,2016,12,23,2,23,39,125.68,11.46,71.0,5.5,POINT (13990633.602898624 1284313.500993085)
PIVS,3000041261,2017.929087,2017,12,6,2,48,22,125.66,11.14,18.0,5.4,POINT (13988407.213082757 1247987.012561637)
ISCBUL,621308570,2018.601002,2018,8,8,8,46,23,125.64,11.33,53.0,5.0,POINT (13986180.82326689 1269550.9710396812)
ISCBUL,619109883,2019.134321,2019,2,19,0,38,52,125.45,11.18,0.0,4.4,POINT (13965030.12001617 1252525.6149128242)
ISCBUL,622468171,2019.533925,2019,7,14,21,11,3,125.67,11.37,53.0,4.1,POINT (13989520.407990688 1274092.569493434)
ISCBUL,623232171,2019.959632,2019,12,17,6,22,35,125.68,11.41,53.0,4.4,POINT (13990633.602898624 1278634.8055764982)
