Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
ISCBUL,1216575,1997.22543,1997,3,24,6,46,8,122.06,13.33,0.0,4.3,POINT (13587657.046226973 1497459.2937332552)
PIVS,3000016060,1997.255281,1997,4,4,4,15,42,123.65,12.35,8.0,4.2,POINT (13764655.03658828 1385566.7907796283)
ISCBUL,1239242,1997.41389,1997,6,1,1,40,26,123.17,12.28,0.0,4.4,POINT (13711221.681007504 1377590.898781785)
PIVS,3000016375,1997.535747,1997,7,15,13,8,51,123.16,12.7,21.0,4.8,POINT (13710108.486099573 1425478.5194031536)
ISCBUL,301391729,1997.627479,1997,8,18,0,42,51,123.83,11.84,13.0,4.3,POINT (13784692.544931067 1327504.7572786147)
PIVS,3000016590,1997.785524,1997,10,14,17,11,33,122.23,13.4,6.0,5.1,POINT (13606581.359661829 1505468.5717959316)
PIVS,3000016955,1998.206144,1998,3,17,5,49,10,123.5,12.96,10.0,4.7,POINT (13747957.112969287 1455162.733723149)
PIVS,3000017057,1998.32957,1998,5,1,7,1,47,122.55,13.13,17.0,4.3,POINT (13642203.596715678 1474588.3705421807)
PIVS,3000017245,1998.538914,1998,7,16,16,53,6,124.2,11.91,22.0,4.3,POINT (13825880.756524578 1335467.5346307282)
PIVS,3000017291,1998.58326,1998,8,1,21,21,31,123.71,12.36,8.0,5.9,POINT (13771334.206035873 1386706.3778069292)
ISCBUL,1949997,1998.962454,1998,12,18,7,5,40,122.5,13.13,7.0,4.2,POINT (13636637.622176014 1474588.3705421807)
ISCBUL,1951516,1998.975054,1998,12,22,21,28,12,121.88,13.52,3.0,4.1,POINT (13567619.537884183 1519204.1944429984)
PIVS,3000017716,1999.114973,1999,2,11,23,10,2,123.12,12.74,14.0,5.0,POINT (13705655.706467843 1430043.3298832336)
PIVS,3000018280,1999.804138,1999,10,21,12,14,50,123.94,12.21,7.0,4.1,POINT (13796937.688918326 1369617.1275605834)
PIVS,3000018340,1999.877435,1999,11,17,6,19,52,123.14,12.94,16.0,4.8,POINT (13707882.096283708 1452878.2400849042)
PIVS,3000018466,2000.012676,2000,1,5,15,39,0,123.53,12.63,5.0,5.1,POINT (13751296.697693083 1417491.8275866346)
PIVS,3000018841,2000.488797,2000,6,28,9,19,14,123.59,12.49,5.0,4.6,POINT (13757975.86714068 1401524.9892812646)
